2023-03-24 16:22:56,701 INFO [darlingfullscore]                 Book.java:485  | 4 sheets in /Users/kahhian/Downloads/darlingfullscore.pdf
2023-03-24 16:24:07,796 INFO [darlingfullscore#4]                 Book.java:2002 | Book stored as transcribed_s2m/darlingfullscore/darlingfullscore.omr
2023-03-24 16:24:07,804 INFO [darlingfullscore#4]            SheetStub.java:1197 | Disposed sheet#4
2023-03-24 16:24:07,872 INFO [darlingfullscore#4]                 Book.java:1767 | End of Stub#4 memory: 33,209,312
2023-03-24 16:24:08,250 INFO [darlingfullscore]            SheetStub.java:707  | Loaded /sheet#1/sheet#1.xml
2023-03-24 16:24:08,589 INFO [darlingfullscore]            SheetStub.java:707  | Loaded /sheet#2/sheet#2.xml
2023-03-24 16:24:08,843 INFO [darlingfullscore]            SheetStub.java:707  | Loaded /sheet#3/sheet#3.xml
2023-03-24 16:24:08,978 INFO [darlingfullscore]            SheetStub.java:707  | Loaded /sheet#4/sheet#4.xml
2023-03-24 16:24:08,979 INFO [darlingfullscore]                 Book.java:1820 | Scores built: 1
2023-03-24 16:24:09,191 INFO [darlingfullscore]      PartwiseBuilder.java:2172 | Exporting sheet(s): [#1#2#3#4]
2023-03-24 16:24:09,297 INFO [darlingfullscore]        ScoreExporter.java:92   | Score darlingfullscore exported to transcribed_s2m/darlingfullscore/darlingfullscore.mxl
2023-03-24 16:24:09,352 INFO [darlingfullscore]                 Book.java:2056 | Stored /book.xml
2023-03-24 16:24:09,352 INFO [darlingfullscore]                 Book.java:2002 | Book stored as transcribed_s2m/darlingfullscore/darlingfullscore.omr
